id_cliente,fecha_corte,origen_datos,id_producto,estado_producto
1050616,2015-01-28,train,6,0
1050616,2015-01-28,train,7,0
1050616,2015-01-28,train,8,0
1050616,2015-01-28,train,9,0
1050616,2015-01-28,train,10,0
1050616,2015-01-28,train,11,0
1050616,2015-01-28,train,12,0
1050616,2015-01-28,train,13,0
1050616,2015-01-28,train,14,0
1050616,2015-01-28,train,15,0
1050616,2015-01-28,train,16,0
1050617,2015-01-28,train,1,0
1050617,2015-01-28,train,2,0
1050617,2015-01-28,train,3,1
1050617,2015-01-28,train,4,0
1050617,2015-01-28,train,5,0
1050617,2015-01-28,train,6,0
1050617,2015-01-28,train,7,0
1050617,2015-01-28,train,8,0
1050617,2015-01-28,train,9,0
1050617,2015-01-28,train,10,0
1050617,2015-01-28,train,11,0
1050617,2015-01-28,train,12,0
1050617,2015-01-28,train,13,0
1050617,2015-01-28,train,14,0
1050617,2015-01-28,train,15,0
1050617,2015-01-28,train,16,0
1050619,2015-01-28,train,1,0
1050619,2015-01-28,train,2,0
1050619,2015-01-28,train,3,1
1050619,2015-01-28,train,4,0
1050619,2015-01-28,train,5,0
1050619,2015-01-28,train,6,0
1050619,2015-01-28,train,7,0
1050619,2015-01-28,train,8,0
1050619,2015-01-28,train,9,0
1050619,2015-01-28,train,10,0
1050619,2015-01-28,train,11,0
1050619,2015-01-28,train,12,0
1050619,2015-01-28,train,13,0
1050619,2015-01-28,train,14,0
1050619,2015-01-28,train,15,0
1050619,2015-01-28,train,16,0
1050620,2015-01-28,train,1,0
1050620,2015-01-28,train,2,0
1050620,2015-01-28,train,3,1
1050620,2015-01-28,train,4,0
1050620,2015-01-28,train,5,0
1050620,2015-01-28,train,6,0
1050620,2015-01-28,train,7,0
1050620,2015-01-28,train,8,0
1050620,2015-01-28,train,9,0
1050620,2015-01-28,train,10,0
1050620,2015-01-28,train,11,0
1050620,2015-01-28,train,12,0
1050620,2015-01-28,train,13,0
1050620,2015-01-28,train,14,0
1050620,2015-01-28,train,15,0
1050620,2015-01-28,train,16,0
1050621,2015-01-28,train,1,0
1050621,2015-01-28,train,2,0
1050621,2015-01-28,train,3,1
1050621,2015-01-28,train,4,0
1050621,2015-01-28,train,5,0
1050621,2015-01-28,train,6,0
1050621,2015-01-28,train,7,0
1050621,2015-01-28,train,8,0
1050621,2015-01-28,train,9,0
1050621,2015-01-28,train,10,0
1050621,2015-01-28,train,11,0
1050621,2015-01-28,train,12,0
1050621,2015-01-28,train,13,0
1050621,2015-01-28,train,14,0
1050621,2015-01-28,train,15,0
1050621,2015-01-28,train,16,0
1050622,2015-01-28,train,1,0
1050622,2015-01-28,train,2,0
1050622,2015-01-28,train,3,1
1050622,2015-01-28,train,4,0
1050622,2015-01-28,train,5,0
1050622,2015-01-28,train,6,0
1050622,2015-01-28,train,7,0
1050622,2015-01-28,train,8,0
1050622,2015-01-28,train,9,0
1050622,2015-01-28,train,10,0
1050622,2015-01-28,train,11,0
1050622,2015-01-28,train,12,0
1050622,2015-01-28,train,13,0
1050622,2015-01-28,train,14,0
1050622,2015-01-28,train,15,0
1050622,2015-01-28,train,16,0
1050623,2015-01-28,train,1,0
1050623,2015-01-28,train,2,0
1050623,2015-01-28,train,3,1
1050623,2015-01-28,train,4,0
1050623,2015-01-28,train,5,0
1050623,2015-01-28,train,6,0
1050623,2015-01-28,train,7,0
1050623,2015-01-28,train,8,0
1050623,2015-01-28,train,9,0
1050623,2015-01-28,train,10,0
1050623,2015-01-28,train,11,0
1050623,2015-01-28,train,12,0
1050623,2015-01-28,train,13,0
1050623,2015-01-28,train,14,0
1050623,2015-01-28,train,15,0
1050623,2015-01-28,train,16,0
1050624,2015-01-28,train,1,0
1050624,2015-01-28,train,2,0
1050624,2015-01-28,train,3,1
1050624,2015-01-28,train,4,0
1050624,2015-01-28,train,5,0
1050624,2015-01-28,train,6,0
1050624,2015-01-28,train,7,0
1050624,2015-01-28,train,8,0
1050624,2015-01-28,train,9,0
1050624,2015-01-28,train,10,0
1050624,2015-01-28,train,11,0
1050624,2015-01-28,train,12,0
1050624,2015-01-28,train,13,0
1050624,2015-01-28,train,14,0
1050624,2015-01-28,train,15,0
1050624,2015-01-28,train,16,0
1050625,2015-01-28,train,1,0
1050625,2015-01-28,train,2,0
1050625,2015-01-28,train,3,1
1050625,2015-01-28,train,4,0
1050625,2015-01-28,train,5,0
1050625,2015-01-28,train,6,0
1050625,2015-01-28,train,7,0
1050625,2015-01-28,train,8,0
1050625,2015-01-28,train,9,0
1050625,2015-01-28,train,10,0
1050625,2015-01-28,train,11,0
1050625,2015-01-28,train,12,0
1050625,2015-01-28,train,13,0
1050625,2015-01-28,train,14,0
1050625,2015-01-28,train,15,0
1050625,2015-01-28,train,16,0
1050626,2015-01-28,train,1,0
1050626,2015-01-28,train,2,0
1050626,2015-01-28,train,3,1
1050626,2015-01-28,train,4,0
1050626,2015-01-28,train,5,0
1050626,2015-01-28,train,6,0
1050626,2015-01-28,train,7,0
1050626,2015-01-28,train,8,0
1050626,2015-01-28,train,9,0
1050626,2015-01-28,train,10,0
1050626,2015-01-28,train,11,0
1050626,2015-01-28,train,12,0
1050626,2015-01-28,train,13,0
1050626,2015-01-28,train,14,0
1050626,2015-01-28,train,15,0
1050626,2015-01-28,train,16,0
1050610,2015-01-28,train,1,0
1050610,2015-01-28,train,2,0
1050610,2015-01-28,train,3,1
1050610,2015-01-28,train,4,0
1050610,2015-01-28,train,5,0
1050610,2015-01-28,train,6,0
1050610,2015-01-28,train,7,0
1050610,2015-01-28,train,8,0
1050610,2015-01-28,train,9,0
1050610,2015-01-28,train,10,0
1050610,2015-01-28,train,11,0
1050610,2015-01-28,train,12,0
1050610,2015-01-28,train,13,0
1050610,2015-01-28,train,14,0
1050610,2015-01-28,train,15,0
1050610,2015-01-28,train,16,0
1050627,2015-01-28,train,1,0
1050627,2015-01-28,train,2,0
1050627,2015-01-28,train,3,1
1050627,2015-01-28,train,4,0
1050627,2015-01-28,train,5,0
1050627,2015-01-28,train,6,0
1050627,2015-01-28,train,7,0
1050627,2015-01-28,train,8,0
1050627,2015-01-28,train,9,0
1050627,2015-01-28,train,10,0
1050627,2015-01-28,train,11,0
1050627,2015-01-28,train,12,0
1050627,2015-01-28,train,13,0
1050627,2015-01-28,train,14,0
1050627,2015-01-28,train,15,0
1050627,2015-01-28,train,16,0
1050609,2015-01-28,train,1,0
1050609,2015-01-28,train,2,0
1050609,2015-01-28,train,3,1
1050609,2015-01-28,train,4,0
1050609,2015-01-28,train,5,0
1050609,2015-01-28,train,6,0
1050609,2015-01-28,train,7,0
1050609,2015-01-28,train,8,0
1050609,2015-01-28,train,9,0
1050609,2015-01-28,train,10,0
1050609,2015-01-28,train,11,0
1050609,2015-01-28,train,12,0
1050609,2015-01-28,train,13,0
1050609,2015-01-28,train,14,0
1050609,2015-01-28,train,15,0
1050609,2015-01-28,train,16,0
1050605,2015-01-28,train,1,0
1050605,2015-01-28,train,2,0
1050605,2015-01-28,train,3,1
1050605,2015-01-28,train,4,0
1050605,2015-01-28,train,5,0
1050605,2015-01-28,train,6,0
1050605,2015-01-28,train,7,0
1050605,2015-01-28,train,8,0
1050605,2015-01-28,train,9,0
1050605,2015-01-28,train,10,0
1050605,2015-01-28,train,11,0
1050605,2015-01-28,train,12,0
1050605,2015-01-28,train,13,0
1050605,2015-01-28,train,14,0
1050605,2015-01-28,train,15,0
1050605,2015-01-28,train,16,0
1050582,2015-01-28,train,1,0
1050582,2015-01-28,train,2,0
1050582,2015-01-28,train,3,1
1050582,2015-01-28,train,4,0
1050582,2015-01-28,train,5,0
1050582,2015-01-28,train,6,0
1050582,2015-01-28,train,7,0
1050582,2015-01-28,train,8,0
1050582,2015-01-28,train,9,0
1050582,2015-01-28,train,10,0
1050582,2015-01-28,train,11,0
1050582,2015-01-28,train,12,0
1050582,2015-01-28,train,13,0
1050582,2015-01-28,train,14,0
1050582,2015-01-28,train,15,0
1050582,2015-01-28,train,16,0
1050586,2015-01-28,train,1,0
1050586,2015-01-28,train,2,0
1050586,2015-01-28,train,3,1
1050586,2015-01-28,train,4,0
1050586,2015-01-28,train,5,0
1050586,2015-01-28,train,6,0
1050586,2015-01-28,train,7,0
1050586,2015-01-28,train,8,0
1050586,2015-01-28,train,9,0
1050586,2015-01-28,train,10,0
1050586,2015-01-28,train,11,0
1050586,2015-01-28,train,12,0
1050586,2015-01-28,train,13,0
1050586,2015-01-28,train,14,0
1050586,2015-01-28,train,15,0
1050586,2015-01-28,train,16,0
1050588,2015-01-28,train,1,0
1050588,2015-01-28,train,2,0
1050588,2015-01-28,train,3,1
1050588,2015-01-28,train,4,0
1050588,2015-01-28,train,5,0
1050588,2015-01-28,train,6,0
1050588,2015-01-28,train,7,0
1050588,2015-01-28,train,8,0
1050588,2015-01-28,train,9,0
1050588,2015-01-28,train,10,0
1050588,2015-01-28,train,11,0
1050588,2015-01-28,train,12,0
1050588,2015-01-28,train,13,0
1050588,2015-01-28,train,14,0
1050588,2015-01-28,train,15,0
1050588,2015-01-28,train,16,0
1050589,2015-01-28,train,1,0
1050589,2015-01-28,train,2,0
1050589,2015-01-28,train,3,1
1050589,2015-01-28,train,4,0
1050589,2015-01-28,train,5,0
1050589,2015-01-28,train,6,0
1050589,2015-01-28,train,7,0
1050589,2015-01-28,train,8,0
1050589,2015-01-28,train,9,0
1050589,2015-01-28,train,10,0
1050589,2015-01-28,train,11,0
1050589,2015-01-28,train,12,0
1050589,2015-01-28,train,13,0
1050589,2015-01-28,train,14,0
1050589,2015-01-28,train,15,0
1050589,2015-01-28,train,16,0
1050591,2015-01-28,train,1,0
1050591,2015-01-28,train,2,0
1050591,2015-01-28,train,3,1
1050591,2015-01-28,train,4,0
1050591,2015-01-28,train,5,0
1050591,2015-01-28,train,6,0
1050591,2015-01-28,train,7,0
1050591,2015-01-28,train,8,0
1050591,2015-01-28,train,9,0
1050591,2015-01-28,train,10,0
1050591,2015-01-28,train,11,0
1050591,2015-01-28,train,12,0
1050591,2015-01-28,train,13,0
1050591,2015-01-28,train,14,0
1050591,2015-01-28,train,15,0
1050591,2015-01-28,train,16,0
1050592,2015-01-28,train,1,0
1050592,2015-01-28,train,2,0
1050592,2015-01-28,train,3,1
1050592,2015-01-28,train,4,0
1050592,2015-01-28,train,5,0
1050592,2015-01-28,train,6,0
1050592,2015-01-28,train,7,0
1050592,2015-01-28,train,8,0
1050592,2015-01-28,train,9,0
1050592,2015-01-28,train,10,0
1050592,2015-01-28,train,11,0
1050592,2015-01-28,train,12,0
1050592,2015-01-28,train,13,0
1050592,2015-01-28,train,14,0
1050592,2015-01-28,train,15,0
1050592,2015-01-28,train,16,0
1050595,2015-01-28,train,1,0
1050595,2015-01-28,train,2,0
1050595,2015-01-28,train,3,1
1050595,2015-01-28,train,4,0
1050595,2015-01-28,train,5,0
1050595,2015-01-28,train,6,0
1050595,2015-01-28,train,7,0
1050595,2015-01-28,train,8,0
1050595,2015-01-28,train,9,0
1050595,2015-01-28,train,10,0
1050595,2015-01-28,train,11,0
1050595,2015-01-28,train,12,0
1050595,2015-01-28,train,13,0
1050595,2015-01-28,train,14,0
1050595,2015-01-28,train,15,0
1050595,2015-01-28,train,16,0
1050596,2015-01-28,train,1,0
1050596,2015-01-28,train,2,0
1050596,2015-01-28,train,3,1
1050596,2015-01-28,train,4,0
1050596,2015-01-28,train,5,0
1050596,2015-01-28,train,6,0
1050596,2015-01-28,train,7,0
1050596,2015-01-28,train,8,0
1050596,2015-01-28,train,9,0
1050596,2015-01-28,train,10,0
1050596,2015-01-28,train,11,0
1050596,2015-01-28,train,12,0
1050596,2015-01-28,train,13,0
1050596,2015-01-28,train,14,0
1050596,2015-01-28,train,15,0
1050596,2015-01-28,train,16,0
1050597,2015-01-28,train,1,0
1050597,2015-01-28,train,2,0
1050597,2015-01-28,train,3,1
1050597,2015-01-28,train,4,0
1050597,2015-01-28,train,5,0
1050597,2015-01-28,train,6,0
1050597,2015-01-28,train,7,0
1050597,2015-01-28,train,8,0
1050597,2015-01-28,train,9,0
1050597,2015-01-28,train,10,0
1050597,2015-01-28,train,11,0
1050597,2015-01-28,train,12,0
1050597,2015-01-28,train,13,0
1050597,2015-01-28,train,14,0
1050597,2015-01-28,train,15,0
1050597,2015-01-28,train,16,0
1050598,2015-01-28,train,1,0
1050598,2015-01-28,train,2,0
1050598,2015-01-28,train,3,1
1050598,2015-01-28,train,4,0
1050598,2015-01-28,train,5,0
1050598,2015-01-28,train,6,0
1050598,2015-01-28,train,7,0
1050598,2015-01-28,train,8,0
1050598,2015-01-28,train,9,0
1050598,2015-01-28,train,10,0
1050598,2015-01-28,train,11,0
1050598,2015-01-28,train,12,0
1050598,2015-01-28,train,13,0
1050598,2015-01-28,train,14,0
1050598,2015-01-28,train,15,0
1050598,2015-01-28,train,16,0
1050599,2015-01-28,train,1,0
1050599,2015-01-28,train,2,0
1050599,2015-01-28,train,3,1
1050599,2015-01-28,train,4,0
1050599,2015-01-28,train,5,0
1050599,2015-01-28,train,6,0
1050599,2015-01-28,train,7,0
1050599,2015-01-28,train,8,0
1050599,2015-01-28,train,9,0
1050599,2015-01-28,train,10,0
1050599,2015-01-28,train,11,0
1050599,2015-01-28,train,12,0
1050599,2015-01-28,train,13,0
1050599,2015-01-28,train,14,0
1050599,2015-01-28,train,15,0
1050599,2015-01-28,train,16,0
1050601,2015-01-28,train,1,0
1050601,2015-01-28,train,2,0
1050601,2015-01-28,train,3,1
1050601,2015-01-28,train,4,0
1050601,2015-01-28,train,5,0
1050601,2015-01-28,train,6,0
1050601,2015-01-28,train,7,0
1050601,2015-01-28,train,8,0
1050601,2015-01-28,train,9,0
1050601,2015-01-28,train,10,0
1050601,2015-01-28,train,11,0
1050601,2015-01-28,train,12,0
1050601,2015-01-28,train,13,0
1050601,2015-01-28,train,14,0
1050601,2015-01-28,train,15,0
1050601,2015-01-28,train,16,0
1050602,2015-01-28,train,1,0
1050602,2015-01-28,train,2,0
1050602,2015-01-28,train,3,1
1050602,2015-01-28,train,4,0
1050602,2015-01-28,train,5,0
1050602,2015-01-28,train,6,0
1050602,2015-01-28,train,7,0
1050602,2015-01-28,train,8,0
1050602,2015-01-28,train,9,0
1050602,2015-01-28,train,10,0
1050602,2015-01-28,train,11,0
1050602,2015-01-28,train,12,0
1050602,2015-01-28,train,13,0
1050602,2015-01-28,train,14,0
1050602,2015-01-28,train,15,0
1050602,2015-01-28,train,16,0
1050603,2015-01-28,train,1,0
1050603,2015-01-28,train,2,0
1050603,2015-01-28,train,3,1
1050603,2015-01-28,train,4,0
1050603,2015-01-28,train,5,0
1050603,2015-01-28,train,6,0
1050603,2015-01-28,train,7,0
1050603,2015-01-28,train,8,0
1050603,2015-01-28,train,9,0
1050603,2015-01-28,train,10,0
1050603,2015-01-28,train,11,0
1050603,2015-01-28,train,12,0
1050603,2015-01-28,train,13,0
1050603,2015-01-28,train,14,0
1050603,2015-01-28,train,15,0
1050603,2015-01-28,train,16,0
1050604,2015-01-28,train,1,0
1050604,2015-01-28,train,2,0
1050604,2015-01-28,train,3,1
1050604,2015-01-28,train,4,0
1050604,2015-01-28,train,5,0
1050604,2015-01-28,train,6,0
1050604,2015-01-28,train,7,0
1050604,2015-01-28,train,8,0
1050604,2015-01-28,train,9,0
1050604,2015-01-28,train,10,0
1050604,2015-01-28,train,11,0
1050604,2015-01-28,train,12,0
1050604,2015-01-28,train,13,0
1050604,2015-01-28,train,14,0
1050604,2015-01-28,train,15,0
1050604,2015-01-28,train,16,0
1050607,2015-01-28,train,1,0
1050607,2015-01-28,train,2,0
1050607,2015-01-28,train,3,1
1050607,2015-01-28,train,4,0
1050607,2015-01-28,train,5,0
1050607,2015-01-28,train,6,0
1050607,2015-01-28,train,7,0
1050607,2015-01-28,train,8,0
1050607,2015-01-28,train,9,0
1050607,2015-01-28,train,10,0
1050607,2015-01-28,train,11,0
1050607,2015-01-28,train,12,0
1050607,2015-01-28,train,13,0
1050607,2015-01-28,train,14,0
1050607,2015-01-28,train,15,0
1050607,2015-01-28,train,16,0
1050580,2015-01-28,train,1,0
1050580,2015-01-28,train,2,0
1050580,2015-01-28,train,3,1
1050580,2015-01-28,train,4,0
1050580,2015-01-28,train,5,0
1050580,2015-01-28,train,6,0
1050580,2015-01-28,train,7,0
1050580,2015-01-28,train,8,0
1050580,2015-01-28,train,9,0
1050580,2015-01-28,train,10,0
1050580,2015-01-28,train,11,0
1050580,2015-01-28,train,12,0
1050580,2015-01-28,train,13,0
1050580,2015-01-28,train,14,0
1050580,2015-01-28,train,15,0
1050580,2015-01-28,train,16,0
1050628,2015-01-28,train,1,0
1050628,2015-01-28,train,2,0
1050628,2015-01-28,train,3,1
1050628,2015-01-28,train,4,0
1050628,2015-01-28,train,5,0
1050628,2015-01-28,train,6,0
1050628,2015-01-28,train,7,0
1050628,2015-01-28,train,8,0
1050628,2015-01-28,train,9,0
1050628,2015-01-28,train,10,0
1050628,2015-01-28,train,11,0
1050628,2015-01-28,train,12,0
1050628,2015-01-28,train,13,0
1050628,2015-01-28,train,14,0
1050628,2015-01-28,train,15,0
1050628,2015-01-28,train,16,0
1050630,2015-01-28,train,1,0
1050630,2015-01-28,train,2,0
1050630,2015-01-28,train,3,1
1050630,2015-01-28,train,4,0
1050630,2015-01-28,train,5,0
1050630,2015-01-28,train,6,0
1050630,2015-01-28,train,7,0
1050630,2015-01-28,train,8,0
1050630,2015-01-28,train,9,0
1050630,2015-01-28,train,10,0
1050630,2015-01-28,train,11,0
1050630,2015-01-28,train,12,0
1050630,2015-01-28,train,13,0
1050630,2015-01-28,train,14,0
1050630,2015-01-28,train,15,0
1050630,2015-01-28,train,16,0
1050669,2015-01-28,train,1,0
1050669,2015-01-28,train,2,0
1050669,2015-01-28,train,3,1
1050669,2015-01-28,train,4,0
1050669,2015-01-28,train,5,0
1050669,2015-01-28,train,6,0
1050669,2015-01-28,train,7,0
1050669,2015-01-28,train,8,0
1050669,2015-01-28,train,9,0
1050669,2015-01-28,train,10,0
1050669,2015-01-28,train,11,0
1050669,2015-01-28,train,12,0
1050669,2015-01-28,train,13,0
1050669,2015-01-28,train,14,0
1050669,2015-01-28,train,15,0
1050669,2015-01-28,train,16,0
1050670,2015-01-28,train,1,0
1050670,2015-01-28,train,2,0
1050670,2015-01-28,train,3,1
1050670,2015-01-28,train,4,0
1050670,2015-01-28,train,5,0
1050670,2015-01-28,train,6,0
1050670,2015-01-28,train,7,0
1050670,2015-01-28,train,8,0
1050670,2015-01-28,train,9,0
1050670,2015-01-28,train,10,0
1050670,2015-01-28,train,11,0
1050670,2015-01-28,train,12,0
1050670,2015-01-28,train,13,0
1050670,2015-01-28,train,14,0
1050670,2015-01-28,train,15,0
1050670,2015-01-28,train,16,0
1050676,2015-01-28,train,1,0
1050676,2015-01-28,train,2,0
1050676,2015-01-28,train,3,1
1050676,2015-01-28,train,4,0
1050676,2015-01-28,train,5,0
1050676,2015-01-28,train,6,0
1050676,2015-01-28,train,7,0
1050676,2015-01-28,train,8,0
1050676,2015-01-28,train,9,0
1050676,2015-01-28,train,10,0
1050676,2015-01-28,train,11,0
1050676,2015-01-28,train,12,0
1050676,2015-01-28,train,13,1
1050676,2015-01-28,train,14,0
1050676,2015-01-28,train,15,0
1050676,2015-01-28,train,16,0
1050679,2015-01-28,train,1,0
1050679,2015-01-28,train,2,0
1050679,2015-01-28,train,3,1
1050679,2015-01-28,train,4,0
1050679,2015-01-28,train,5,0
1050679,2015-01-28,train,6,0
1050679,2015-01-28,train,7,0
1050679,2015-01-28,train,8,0
1050679,2015-01-28,train,9,0
1050679,2015-01-28,train,10,0
1050679,2015-01-28,train,11,0
1050679,2015-01-28,train,12,0
1050679,2015-01-28,train,13,0
1050679,2015-01-28,train,14,0
1050679,2015-01-28,train,15,0
1050679,2015-01-28,train,16,0
1050680,2015-01-28,train,1,0
1050680,2015-01-28,train,2,0
1050680,2015-01-28,train,3,0
1050680,2015-01-28,train,4,0
1050680,2015-01-28,train,5,0
1050680,2015-01-28,train,6,0
1050680,2015-01-28,train,7,0
1050680,2015-01-28,train,8,0
1050680,2015-01-28,train,9,0
1050680,2015-01-28,train,10,0
1050680,2015-01-28,train,11,0
1050680,2015-01-28,train,12,0
1050680,2015-01-28,train,13,0
1050680,2015-01-28,train,14,0
1050680,2015-01-28,train,15,0
1050680,2015-01-28,train,16,0
1050686,2015-01-28,train,1,0
1050686,2015-01-28,train,2,0
1050686,2015-01-28,train,3,1
1050686,2015-01-28,train,4,0
1050686,2015-01-28,train,5,0
1050686,2015-01-28,train,6,0
1050686,2015-01-28,train,7,0
1050686,2015-01-28,train,8,0
1050686,2015-01-28,train,9,0
1050686,2015-01-28,train,10,0
1050686,2015-01-28,train,11,0
1050686,2015-01-28,train,12,0
1050686,2015-01-28,train,13,1
1050686,2015-01-28,train,14,0
1050686,2015-01-28,train,15,0
1050686,2015-01-28,train,16,0
1050688,2015-01-28,train,1,0
1050688,2015-01-28,train,2,0
1050688,2015-01-28,train,3,1
1050688,2015-01-28,train,4,0
1050688,2015-01-28,train,5,0
1050688,2015-01-28,train,6,0
1050688,2015-01-28,train,7,0
1050688,2015-01-28,train,8,0
1050688,2015-01-28,train,9,0
1050688,2015-01-28,train,10,0
1050688,2015-01-28,train,11,0
1050688,2015-01-28,train,12,0
1050688,2015-01-28,train,13,1
1050688,2015-01-28,train,14,0
1050688,2015-01-28,train,15,0
1050688,2015-01-28,train,16,0
1050693,2015-01-28,train,1,0
1050693,2015-01-28,train,2,0
1050693,2015-01-28,train,3,0
1050693,2015-01-28,train,4,0
1050693,2015-01-28,train,5,0
1050693,2015-01-28,train,6,0
1050693,2015-01-28,train,7,0
1050693,2015-01-28,train,8,0
1050693,2015-01-28,train,9,0
1050693,2015-01-28,train,10,0
1050693,2015-01-28,train,11,0
1050693,2015-01-28,train,12,0
1050693,2015-01-28,train,13,0
1050693,2015-01-28,train,14,0
1050693,2015-01-28,train,15,0
1050693,2015-01-28,train,16,0
1050694,2015-01-28,train,1,0
1050694,2015-01-28,train,2,0
1050694,2015-01-28,train,3,1
1050694,2015-01-28,train,4,0
1050694,2015-01-28,train,5,0
1050694,2015-01-28,train,6,0
1050694,2015-01-28,train,7,0
1050694,2015-01-28,train,8,0
1050694,2015-01-28,train,9,0
1050694,2015-01-28,train,10,0
1050694,2015-01-28,train,11,0
1050694,2015-01-28,train,12,0
1050694,2015-01-28,train,13,1
1050694,2015-01-28,train,14,0
1050694,2015-01-28,train,15,0
1050694,2015-01-28,train,16,0
1050697,2015-01-28,train,1,0
1050697,2015-01-28,train,2,0
1050697,2015-01-28,train,3,1
1050697,2015-01-28,train,4,0
1050697,2015-01-28,train,5,0
1050697,2015-01-28,train,6,0
1050697,2015-01-28,train,7,0
1050697,2015-01-28,train,8,0
1050697,2015-01-28,train,9,0
1050697,2015-01-28,train,10,0
1050697,2015-01-28,train,11,0
1050697,2015-01-28,train,12,0
1050697,2015-01-28,train,13,0
1050697,2015-01-28,train,14,0
1050697,2015-01-28,train,15,0
1050697,2015-01-28,train,16,0
1050703,2015-01-28,train,1,0
1050703,2015-01-28,train,2,0
1050703,2015-01-28,train,3,1
1050703,2015-01-28,train,4,0
1050703,2015-01-28,train,5,0
1050703,2015-01-28,train,6,0
1050703,2015-01-28,train,7,0
1050703,2015-01-28,train,8,0
1050703,2015-01-28,train,9,0
1050703,2015-01-28,train,10,0
1050703,2015-01-28,train,11,0
1050703,2015-01-28,train,12,0
1050703,2015-01-28,train,13,0
1050703,2015-01-28,train,14,0
1050703,2015-01-28,train,15,0
1050703,2015-01-28,train,16,0
1050704,2015-01-28,train,1,0
1050704,2015-01-28,train,2,0
1050704,2015-01-28,train,3,1
1050704,2015-01-28,train,4,0
1050704,2015-01-28,train,5,0
1050704,2015-01-28,train,6,0
1050704,2015-01-28,train,7,0
1050704,2015-01-28,train,8,0
1050704,2015-01-28,train,9,0
1050704,2015-01-28,train,10,0
1050704,2015-01-28,train,11,0
1050704,2015-01-28,train,12,0
1050704,2015-01-28,train,13,0
1050704,2015-01-28,train,14,0
1050704,2015-01-28,train,15,0
1050704,2015-01-28,train,16,0
1050706,2015-01-28,train,1,0
1050706,2015-01-28,train,2,0
1050706,2015-01-28,train,3,1
1050706,2015-01-28,train,4,0
