id_cliente,fecha_corte,origen_datos,es_test,age,antiguedad,ind_nuevo,indrel,indrel_1mes,tiprel_1mes,indresi,indext,ind_actividad_cliente,renta,cod_prov,id_segmento
1050607,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,70777.59,40,2
1050580,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,77320.92,27,2
1050628,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,25,2
1050630,2015-01-28,train,0,22,35,0,1,1,I,S,S,0,64398.06,8,2
1050669,2015-01-28,train,0,32,35,0,1,1.0,A,S,N,1,171398.84999999998,29,1
1050670,2015-01-28,train,0,37,35,0,1,1.0,A,S,N,1,64031.25,37,1
1050676,2015-01-28,train,0,31,35,0,1,1.0,A,S,N,0,90431.85,45,1
1050679,2015-01-28,train,0,39,35,0,1,1.0,A,S,N,1,157191.69,28,1
1050680,2015-01-28,train,0,53,35,0,1,1.0,A,S,N,0,133092.33000000002,8,1
1050686,2015-01-28,train,0,39,35,0,1,1.0,A,S,N,1,37075.26,10,1
1050688,2015-01-28,train,0,63,35,0,1,1.0,A,S,N,1,245052.27,28,1
1050693,2015-01-28,train,0,37,35,0,1,1.0,A,S,N,0,104035.08,8,1
1050694,2015-01-28,train,0,31,35,0,1,1.0,A,S,N,1,57155.34,28,2
1050697,2015-01-28,train,0,33,35,0,1,1.0,A,S,N,1,,28,1
1050703,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,53631.36,22,2
1050704,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,72880.79999999999,8,2
1050706,2015-01-28,train,0,33,35,0,1,1.0,I,S,N,1,84061.95000000001,37,2
1050707,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,106686.96,3,2
1050710,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,132398.40000000002,3,2
1050663,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,148080.45,42,2
1050629,2015-01-28,train,0,55,35,0,1,1,I,S,N,0,101919.09,50,1
1050662,2015-01-28,train,0,37,35,0,1,1.0,A,S,N,1,122456.91,28,1
1050660,2015-01-28,train,0,32,35,0,1,1.0,A,S,N,1,94683.27,41,2
1050632,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,289211.4,8,2
1050633,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,34406.58,45,2
1050634,2015-01-28,train,0,55,35,0,1,1,I,S,N,0,101919.09,50,1
1050635,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,77346.51,37,2
1050636,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,136930.23,39,2
1050639,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,148677.18,50,2
1050641,2015-01-28,train,0,42,35,0,1,1.0,A,S,N,1,45345.18,28,1
1050642,2015-01-28,train,0,58,35,0,1,1.0,I,S,N,0,,29,1
1050647,2015-01-28,train,0,38,35,0,1,1.0,A,S,N,1,28359.36,3,1
1050648,2015-01-28,train,0,50,35,0,1,1.0,A,S,N,1,137894.63999999998,28,1
1050651,2015-01-28,train,0,30,35,0,1,1.0,A,S,N,1,139502.28,7,1
1050652,2015-01-28,train,0,31,35,0,1,1.0,A,S,N,1,149099.88,47,2
1050655,2015-01-28,train,0,45,35,0,1,1.0,A,S,N,1,95302.5,36,1
1050658,2015-01-28,train,0,44,35,0,1,1.0,I,S,N,0,110245.53,28,1
1050659,2015-01-28,train,0,39,35,0,1,1.0,A,S,N,1,,7,1
1050661,2015-01-28,train,0,37,35,0,1,1.0,A,S,N,1,60072.81,46,1
1050711,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,,49,2
1050579,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,34802.01,44,2
1050577,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,79998.72,22,2
1050507,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,55331.31,46,2
1050508,2015-01-28,train,0,27,35,0,1,1,A,S,S,1,173223.78,8,2
1050509,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,47332.86,50,2
1050511,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,111933.0,15,2
1050512,2015-01-28,train,0,31,35,0,1,1,I,S,N,0,107634.66,45,2
1050513,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,55561.62,46,2
1050514,2015-01-28,train,0,28,35,0,1,1,I,S,S,0,215373.3,8,2
1050515,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,64258.14,10,2
1050516,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,45,2
1050517,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,59930.22,22,2
1050520,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,162609.54,45,2
1050521,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,74708.49,32,2
1050522,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,68155.5,50,2
1050523,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,77383.98,46,2
1050524,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,56347.68000000001,27,2
1050505,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,112330.35,45,2
1050525,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,95392.71,28,2
1050504,2015-01-28,train,0,36,35,0,1,1,I,S,N,0,73020.18000000001,23,1
1050502,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,13,2
1050487,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,101293.11000000002,15,2
1050488,2015-01-28,train,0,26,35,0,1,1,A,S,N,1,113580.78,22,2
1050489,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,158207.40000000002,8,2
1050490,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,13,2
1050491,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,60067.86,45,2
1050492,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,77713.95000000001,45,2
1050493,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,37,2
1050494,2015-01-28,train,0,38,35,0,1,1,I,S,N,0,42423.03,45,1
1050495,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,154107.09,27,2
1050496,2015-01-28,train,0,28,35,0,1,1,A,S,N,1,93241.92,50,2
1050497,2015-01-28,train,0,23,35,0,1,1,I,S,S,0,46257.72,45,2
1050498,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,16,2
1050499,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,130311.75,8,2
1050500,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,58682.34,13,2
1050501,2015-01-28,train,0,63,35,0,1,1,A,S,N,1,58682.34,13,1
1050503,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,36,2
1050578,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,103775.1,10,2
1050526,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,59551.65,50,2
1050529,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,36372.0,13,2
1050553,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,,15,2
1050556,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,134770.2,49,2
1050557,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,124518.48,28,2
1050560,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,59537.49000000001,13,2
1050561,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,120146.49,45,2
1050562,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,63342.36,50,2
1050565,2015-01-28,train,0,33,35,0,1,1,A,S,N,1,54141.03,46,2
1050567,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,74689.35,44,2
1050568,2015-01-28,train,0,38,35,0,1,1,I,S,N,0,147215.97,45,1
1050569,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,99272.52,13,2
1050570,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,46145.94,45,2
1050571,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,48,2
1050573,2015-01-28,train,0,45,35,0,1,1,I,S,N,0,147215.97,45,1
1050574,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,64347.36,13,2
1050575,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,151852.47,46,2
1050552,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,82756.11,46,2
1050527,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,67018.92,46,2
1050551,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,111926.91,28,2
1050549,2015-01-28,train,0,29,35,0,1,1,I,S,N,0,56603.76,45,2
1050530,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,58801.02,17,2
1050531,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,27,2
1050532,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,134144.28,50,2
1050533,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,12,2
1050534,2015-01-28,train,0,31,35,0,1,1,I,S,N,0,,28,2
1050535,2015-01-28,train,0,23,35,0,1,1,A,S,N,0,,15,2
1050536,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,37778.01,46,2
1050537,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,214309.14,50,2
1050540,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,,46,2
1050541,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,112228.41,27,2
1050542,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,66540.48,26,2
1050543,2015-01-28,train,0,23,35,0,1,1,A,S,N,0,73414.65,49,2
1050544,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,,27,2
1050547,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,189110.64,46,2
1050548,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,84365.58,13,2
1050550,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,42247.26,45,2
1050713,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,180338.19,8,2
1050715,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,103915.47,2,2
1050717,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,133865.43,8,2
1050873,2015-01-28,train,0,31,35,0,1,1.0,I,S,N,0,,46,2
1050874,2015-01-28,train,0,27,35,0,1,1.0,A,S,N,1,65012.64,5,2
1050875,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,,8,2
1050878,2015-01-28,train,0,30,35,0,1,1.0,A,S,N,1,126039.36000000002,28,2
1050879,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,0,72203.85,28,2
1050884,2015-01-28,train,0,29,35,0,1,1.0,A,S,N,0,323722.5,28,2
1050885,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,,6,2
1050887,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,,37,2
1050888,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,243690.57,28,2
1050890,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,93297.81,5,2
1050891,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,,28,2
1050893,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,102242.25,37,2
1050894,2015-01-28,train,0,25,35,0,1,1.0,A,S,N,1,92941.65,28,2
1050896,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,72729.48,22,2
1050897,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,112788.38999999998,3,2
1050872,2015-01-28,train,0,60,35,0,1,1.0,A,S,N,1,330939.12,28,1
1050898,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,57358.02,46,2
1050871,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,68472.63,39,2
1050867,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,85170.99,37,2
1050841,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,99813.3,15,2
1050844,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,72727.77,37,2
1050846,2015-01-28,train,0,24,35,0,1,1.0,A,S,N,1,143977.8,28,2
1050847,2015-01-28,train,0,22,35,0,1,1.0,I,S,N,0,,20,2
1050848,2015-01-28,train,0,33,35,0,1,1.0,I,S,N,0,55686.72,46,2
1050851,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,43845.0,28,2
1050852,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,89386.86,49,2
1050854,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,115583.91,28,2
1050855,2015-01-28,train,0,30,35,0,1,1.0,I,S,N,0,81308.45999999999,37,2
1050857,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,640168.26,28,2
1050859,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,142219.8,37,2
1050861,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,,39,2
1050862,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,50577.66,37,2
1050864,2015-01-28,train,0,25,35,0,1,1.0,I,S,N,0,109071.12,15,2
1050865,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,70577.61,28,2
1050869,2015-01-28,train,0,31,35,0,1,1.0,A,S,S,1,45758.82,28,2
1050838,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,90092.43,15,2
1050901,2015-01-28,train,0,31,35,0,1,1.0,I,S,N,0,84510.09,46,2
1050905,2015-01-28,train,0,57,35,0,1,1.0,I,S,N,0,57926.16,46,1
1050927,2015-01-28,train,0,32,35,0,1,1.0,I,S,N,0,195550.95,46,2
1050930,2015-01-28,train,0,36,35,0,1,1.0,A,S,N,1,88561.68000000002,46,1
1050931,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,,46,2
1050932,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,44001.60000000001,46,2
1050933,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,49700.76,46,2
1050934,2015-01-28,train,0,29,35,0,1,1,I,S,N,0,,46,2
1050935,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,47843.46,46,2
1050936,2015-01-28,train,0,29,35,0,1,1,I,S,N,0,31697.07,46,2
1050937,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,50423.58,46,2
1050938,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,57371.76,46,2
1050939,2015-01-28,train,0,29,35,0,1,1,I,S,N,0,,46,2
1050940,2015-01-28,train,0,67,35,0,1,1,I,S,N,0,50423.58,46,1
1050941,2015-01-28,train,0,55,34,0,1,1,I,S,N,0,57926.16,46,1
1050943,2015-01-28,train,0,32,35,0,1,1,I,S,N,0,50423.58,46,2
1050944,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,,15,2
1050926,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,91258.47,9,2
1050902,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,38074.32,10,2
1050925,2015-01-28,train,0,24,35,0,1,1.0,I,S,S,0,,28,2
1050922,2015-01-28,train,0,22,35,0,1,1.0,I,S,N,1,,28,2
1050906,2015-01-28,train,0,25,35,0,1,1.0,A,S,N,1,129751.02,37,2
1050907,2015-01-28,train,0,27,35,0,1,1.0,I,S,N,0,85067.16,46,2
1050908,2015-01-28,train,0,24,35,0,1,1.0,A,S,N,1,85670.88,37,2
1050909,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,1,57926.16,46,2
1050910,2015-01-28,train,0,32,35,0,1,1.0,I,S,N,0,30906.81,30,2
1050911,2015-01-28,train,0,29,35,0,1,1.0,A,S,N,1,50229.09,46,2
1050912,2015-01-28,train,0,33,35,0,1,1.0,A,S,N,1,,39,2
1050913,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,,46,2
1050914,2015-01-28,train,0,25,35,0,1,1.0,A,S,N,1,34358.88,37,2
1050915,2015-01-28,train,0,37,35,0,1,1.0,I,S,N,0,122336.88,46,1
1050916,2015-01-28,train,0,30,35,0,1,1.0,I,S,N,0,182521.62,46,2
1050917,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,49074.51,10,2
1050919,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,150781.41,37,2
1050920,2015-01-28,train,0,25,35,0,1,1.0,A,S,N,1,,46,2
1050921,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,72013.38,5,2
1050924,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,1,67354.74,49,2
1050837,2015-01-28,train,0,22,35,0,1,1.0,I,S,N,0,166221.81,8,2
1050836,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,,15,2
1050834,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,96211.98,15,2
1050748,2015-01-28,train,0,47,35,0,1,1.0,I,S,N,0,59406.69,11,1
1050749,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,118859.34,8,2
1050750,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,13093.26,13,2
1050751,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,61214.85000000001,45,2
1050752,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,114761.19,8,2
1050753,2015-01-28,train,0,29,35,0,1,1.0,I,S,N,0,149086.02,41,2
1050754,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,,45,2
1050755,2015-01-28,train,0,22,35,0,1,1.0,I,S,N,0,105335.94,8,2
1050756,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,67719.18000000001,5,2
1050757,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,148870.98,8,2
1050758,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,247846.8,29,2
1050759,2015-01-28,train,0,25,35,0,1,1.0,I,S,N,0,35610.149999999994,45,2
1050760,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,43060.35000000001,37,2
1050762,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,44938.2,37,2
1050764,2015-01-28,train,0,36,35,0,1,1.0,I,S,N,0,31216.23,45,1
1050747,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,,37,2
1050766,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,1,,49,2
1050746,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,64377.69,45,2
1050743,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,59912.88,45,2
1050718,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,111895.86000000002,5,2
1050720,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,311520.44999999995,8,2
1050722,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,81689.91,37,2
1050725,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,140953.86000000002,37,2
1050727,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,25694.58,37,2
1050728,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,,20,2
1050732,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,94136.49,37,2
1050734,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,1,39389.4,50,2
1050735,2015-01-28,train,0,22,35,0,1,1.0,I,S,N,0,90461.7,49,2
1050736,2015-01-28,train,0,27,35,0,1,1.0,I,S,N,0,,37,2
1050738,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,50457.06,10,2
1050739,2015-01-28,train,0,22,35,0,1,1.0,I,S,N,0,,41,2
1050740,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,175780.83000000002,37,2
1050741,2015-01-28,train,0,,,NA,NA,,,,,NA,,NA,
1050742,2015-01-28,train,0,25,35,0,1,1.0,I,S,N,0,57684.12,11,2
1050744,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,85568.97,37,2
1050768,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,43242.21,45,2
1050769,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,85073.61,37,2
1050771,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,64886.31,45,2
1050806,2015-01-28,train,0,27,35,0,1,1.0,I,S,N,0,140940.27,37,2
1050810,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,128396.19,5,2
1050811,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,1,98243.4,37,2
1050813,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,100792.08,37,2
1050815,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,40882.29,6,2
1050817,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,,49,2
1050819,2015-01-28,train,0,24,35,0,1,1.0,A,S,N,1,105114.81,37,2
1050820,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,95234.76,37,2
1050822,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,90872.37,37,2
1050824,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,,37,2
1050825,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,70435.44,10,2
1050829,2015-01-28,train,0,24,35,0,1,1.0,I,S,N,0,42778.98,49,2
1050830,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,46364.61,15,2
1050832,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,1,97533.84,37,2
1050833,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,88349.85,37,2
1050804,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,1,73938.9,37,2
1050803,2015-01-28,train,0,28,35,0,1,1.0,I,S,N,0,37729.83,3,2
1050800,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,110521.98,9,2
1050798,2015-01-28,train,0,34,35,0,1,1.0,I,S,N,1,80555.64,49,1
1050773,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,281761.02,3,2
1050774,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,,10,2
1050775,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,42273.99,37,2
1050778,2015-01-28,train,0,26,35,0,1,1.0,A,S,N,1,126947.19,45,2
1050779,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,45086.37,6,2
1050781,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,69094.08,16,2
1050784,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,43947.27,4,2
1050486,2015-01-28,train,0,29,35,0,1,1,I,S,N,0,39097.98,28,2
1050786,2015-01-28,train,0,29,35,0,1,1.0,I,S,N,0,116311.88999999998,10,2
1050788,2015-01-28,train,0,27,35,0,1,1.0,I,S,N,0,102857.34,45,2
1050790,2015-01-28,train,0,23,35,0,1,1.0,I,S,N,0,57965.34,10,2
1050791,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,107045.79,37,2
1050793,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,56271.09,10,2
1050794,2015-01-28,train,0,26,35,0,1,1.0,I,S,N,0,23824.32,37,2
1050796,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,56709.78,10,2
1050797,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,0,110465.58,50,2
1050787,2015-01-28,train,0,27,35,0,1,1.0,I,S,N,0,,49,2
1050946,2015-01-28,train,0,31,35,0,1,1,A,S,N,1,40881.75,46,2
1050485,2015-01-28,train,0,28,35,0,1,1,I,S,N,0,40852.53,45,2
1050481,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,58142.7,6,2
1050227,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,77098.77,45,2
1050228,2015-01-28,train,0,50,35,0,1,1,I,S,N,0,,8,1
1050229,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,123240.45,2,2
1050230,2015-01-28,train,0,26,35,0,1,1,A,S,N,0,62151.18000000001,45,2
1050231,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,88658.25,45,2
1050233,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,66288.09,45,2
1050234,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,694172.8500000001,8,2
1050235,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,45,2
1050238,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,162359.91,45,2
1050239,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,90636.39,15,2
1050240,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,36,2
1050242,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,192255.09,28,2
1050243,2015-01-28,train,0,32,35,0,1,1,I,S,N,0,37008.60000000001,45,2
1050244,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,82451.25,45,2
1050245,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,79683.84,8,2
1050226,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,69293.43000000001,15,2
1050246,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,88394.76,28,2
1050225,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,140829.0,8,2
